2024-08-21 03:32:12,727 - ERROR - Failed to generate content for field: Computer Science, topic: Theory, subtopic: Algorithms and data structures, chapter: Algorismes bï¿½sics, subunit: Algorismes de ordenaciï¿½. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:53:04,802 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Com construir una connexiï¿½, subunit: Construint confianï¿½a i intimitat. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:53:04,840 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Estadis de les Relacions d'Amor: Atracciï¿½, subunit: El paper de la quï¿½mica en l'atracciï¿½. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:53:04,977 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Recursos i materials, subunit: Llibres i articles. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:53:05,210 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Introducciï¿½ a les Relacions d'Amor, subunit: Tipus d'amor. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:53:05,223 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Attraction, chapter: Introducciï¿½ a les Relacions d'Amor, subunit: Quï¿½ ï¿½s l'amor?. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:53:55,979 - ERROR - Failed to generate chapters for field: Love Relationships, topic: Relationship Stages, subtopic: Marriage, chapter:Dinï¿½mica de les relacions de parella, subunit: Sexe i intimitat en el matrimoni, audience: General. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:53:55,979 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Marriage, chapter:Dinï¿½mica de les relacions de parella, subunit: Sexe i intimitat en el matrimoni. Error: Set of Tasks/Futures is empty.
2024-08-21 03:54:28,160 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Challenges, subtopic: Breakups, chapter: Factors que contribueixen a un trencament, subunit: Manca d'intimitat i afecte. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:54:58,145 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Stages, subtopic: Commitment, chapter: **Mantener el Compromï¿½s**, subunit: El Cultiu de l'Amor i l'Afecte. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:55:27,934 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Challenges, subtopic: Long-Distance Relationships, chapter: Consells Prï¿½ctics, subunit: Com Mantenir la Passiï¿½ a Distï¿½ncia. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:56:04,915 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Boundaries, chapter: Tipus de Lï¿½mits en les Relacions d'Amor, subunit: Lï¿½mits Fï¿½sics. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:56:19,970 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Boundaries, chapter: Conclusi\ufffd: Els Lï¿½mits com a Claue per a Relacions Saludables i Feli\ufffdos, subunit: La Relaciï¿½ entre Lï¿½mits i Amor. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:56:27,108 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Challenges, subtopic: Infidelity, chapter: Introducciï¿½ a les relacions d'amor, subunit: Definiciï¿½ d'amor i relaciï¿½. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:56:35,530 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Dynamics, subtopic: Boundaries, chapter: Introducciï¿½ a les Relacions d'Amor i Lï¿½mits, subunit: Quï¿½ sï¿½n les Relacions d'Amor?. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:57:09,220 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Challenges, subtopic: Infidelity, chapter: Infidelitat: Concepte i formes, subunit: Tipus d'infidelitat. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:58:22,450 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Challenges, subtopic: Infidelity, chapter: Causes de la infidelitat, subunit: Factors de la parella: comunicaciï¿½, intimitat i satisfacciï¿½. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 03:58:51,418 - ERROR - Failed to generate content for field: Love Relationships, topic: Relationship Challenges, subtopic: Infidelity, chapter: Infidelitat i tecnologia, subunit: Infidelitat virtual. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 04:00:47,839 - ERROR - Failed to generate content for field: Neuroscience, topic: Nervous System, subtopic: Autonomic Nervous System, chapter: Trastorns del Sistema Nerviï¿½s Autï¿½nom, subunit: Disfunciï¿½ er\ufffdctil. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 04:01:03,522 - ERROR - Failed to generate content for field: Agriculture, topic: Animal Science, subtopic: Reproduction, chapter: Mecanismes de la reproducciï¿½, subunit: Fertilitzaciï¿½. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 04:01:20,309 - ERROR - Failed to generate content for field: Agriculture, topic: Animal Science, subtopic: Reproduction, chapter: Mecanismes de la reproducciï¿½, subunit: Espermatog\ufffdnesi. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
2024-08-21 04:01:42,002 - ERROR - Failed to generate content for field: Agriculture, topic: Animal Science, subtopic: Reproduction, chapter: Introducciï¿½ a la reproducciï¿½ animal, subunit: Cicle reproductiu dels animals. Error: Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. Please check the `candidate.safety_ratings` to determine if the response was blocked.
